Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
CORUM,33,CORUM:306,"Ribosome, cytoplasmic",,-6.1,54,14,30286,80,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-192823,Viral mRNA Translation,,-5.8,48,14,30286,90,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-156902,Peptide chain elongation,,-5.8,48,14,30286,90,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-156842,Eukaryotic Translation Elongation,,-5.8,46,13,30286,94,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-72764,Eukaryotic Translation Termination,,-5.8,46,13,30286,94,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-2408557,Selenocysteine synthesis,,-5.8,46,13,30286,94,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),,-5.7,45,13,30286,96,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,,-5.6,42,13,30286,102,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-72689,Formation of a pool of free 40S subunits,,-5.6,42,13,30286,102,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,,-5.5,39,12,30286,112,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,,-5.5,38,12,30286,113,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,,-5.5,38,12,30286,113,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),,-5.4,37,12,30286,116,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-927802,Nonsense-Mediated Decay (NMD),,-5.4,37,12,30286,116,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-2408522,Selenoamino acid metabolism,,-5.4,36,12,30286,119,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-72737,Cap-dependent Translation Initiation,,-5.4,36,12,30286,120,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
Reactome Gene Sets,6,R-HSA-72613,Eukaryotic Translation Initiation,,-5.4,36,12,30286,120,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.3,Rpl37a
GO Biological Processes,19,GO:0002181,cytoplasmic translation,19_GO:0008152 metabolic process,-5.3,34,11,30286,127,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.2,Rpl37a
Reactome Gene Sets,6,R-HSA-168273,Influenza Viral RNA Transcription and Replication,,-5.1,32,11,30286,136,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-2.1,Rpl37a
Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-5,12,7.8,30286,548,28,6,21,7.8,3984|5621|6170|6227|6232|23521,LIMK1|PRNP|RPL39|RPS21|RPS27|RPL13A,-2,Rpl37a
Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-4.9,11,7.6,30286,573,28,6,21,7.8,3984|5621|6170|6227|6232|23521,LIMK1|PRNP|RPL39|RPS21|RPS27|RPL13A,-1.9,Rpl37a
Reactome Gene Sets,6,R-HSA-168255,Influenza Infection,,-4.9,28,10,30286,157,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-1.9,Rpl37a
