gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_0	percent_3	percent_difference
Xkr4	387.315112833309	0.107924887857071	0.0986362885362583	1.09417020306272	0.273880337225842	0.999900785983949	1	1	0
Gm1992	12.9808936998763	0.197690115592695	0.454554602000458	0.434909502010709	0.663628117224884	0.999900785983949	1	1	0
Gm19938	16.9208705237142	0.501096075466358	0.38781203663796	1.29211068282069	0.196318816856224	0.999900785983949	1	1	0
Gm37381	0	NA	NA	NA	NA	NA	0	0	0
Rp1	0	NA	NA	NA	NA	NA	0	0	0
Sox17	0	NA	NA	NA	NA	NA	0	0	0
Gm37587	0	NA	NA	NA	NA	NA	0	0	0
Gm37323	0	NA	NA	NA	NA	NA	0	0	0
Mrpl15	5.00413688731118	0.861934980620326	0.681868689730069	1.26407766422233	0.206202152619845	0.999900785983949	0.8	1	0.2
A930006A01Rik	0.636549857675548	-1.66419968614899	1.89745403842684	-0.877069827487764	0.380448711907424	0.999900785983949	0.6	0.2	0.4
Lypla1	17.2794260601623	-0.248959992672912	0.36202333827872	-0.687690450722376	0.491647734740584	0.999900785983949	1	1	0
Tcea1	32.769863392076	0.376621481321674	0.231163343185666	1.62924396286819	0.10326138365417	0.999900785983949	1	1	0
Rgs20	101.169279508881	-0.0366082895974724	0.144744111086496	-0.252917298829492	0.800332121440959	0.999900785983949	1	1	0
Gm16041	0.283782792348527	0.78585095800512	2.77476580854323	0.283213435737734	0.777013229590491	0.999900785983949	0.2	0.4	0.2
Atp6v1h	39.4155838936748	-0.164926159952209	0.260920649557999	-0.632093167909842	0.527325999303488	0.999900785983949	1	1	0
Oprk1	0	NA	NA	NA	NA	NA	0	0	0
Npbwr1	0	NA	NA	NA	NA	NA	0	0	0
4732440D04Rik	7.77529358071954	-0.564599611648836	0.518758592950457	-1.0883667650451	0.276433227011117	0.999900785983949	1	1	0
Rb1cc1	50.003662065401	-0.201576803605993	0.222306933769403	-0.90674996136237	0.364539036507119	0.999900785983949	1	1	0
Alkal1	0	NA	NA	NA	NA	NA	0	0	0
St18	4.60734858301861	-0.0108861756335906	0.667856434087032	-0.0163001733276286	0.986994919264922	0.999900785983949	1	1	0
Gm57122	0.108058932268583	0.554657498536238	3.16074699794764	0.175483042108841	0.860700094464739	0.999900785983949	0	0.2	0.2
Pcmtd1	72.7792779118991	-0.213423881782509	0.164855502869356	-1.29461181500045	0.195454174515174	0.999900785983949	1	1	0
Gm26901	5.59360394073649	-0.733369384309966	0.663419366763497	-1.10543861251401	0.268969580372097	0.999900785983949	1	0.8	0.2
Gm30414	0	NA	NA	NA	NA	NA	0	0	0
Sntg1	833.927782347349	-0.122540876690118	0.0650846550955679	-1.8827921344929	0.0597285434136203	0.999900785983949	1	1	0
Rrs1	1.9153943973785	-0.490932988109008	0.945455619390875	-0.51925545529604	0.603582612025	0.999900785983949	0.8	1	0.2
Adhfe1	2.9599065121989	-0.0593243901738039	0.75438380504789	-0.0786395330557738	0.93731934205913	0.999900785983949	1	1	0
2610203C22Rik	8.04301793752577	-0.5675365303216	0.577121437866912	-0.983391870555461	0.325414609789885	0.999900785983949	1	1	0
Vxn	87.0396759347011	-0.0355727893332904	0.162184386701264	-0.219335474004743	0.82638873033902	0.999900785983949	1	1	0
Mybl1	10.7069019650782	-0.209080221008144	0.4166481806864	-0.501814794111661	0.61579780557339	0.999900785983949	1	1	0
Vcpip1	21.972129795806	0.0579493005125645	0.316842657946542	0.182896144376941	0.854879508212364	0.999900785983949	1	1	0
1700034P13Rik	1.02016276280023	-3.5183450048286	1.50553451673574	-2.33694077798826	0.0194422636412648	0.999900785983949	1	0	1
Sgk3	38.7702474000054	0.139463356442829	0.235908576067662	0.591175440789526	0.554402876348519	0.999900785983949	1	1	0
Snhg6	10.0293216587852	0.0707875121584036	0.503006899795721	0.140728710057758	0.88808426345354	0.999900785983949	1	1	0
Mcmdc2	3.34482579257459	-0.468497221153907	0.848701326988693	-0.552016600252292	0.580936979953733	0.999900785983949	1	0.8	0.2
Tcf24	0.179468261611805	1.22534516376307	3.14111561413979	0.390098714688233	0.696463553227109	0.999900785983949	0	0.4	0.4
