gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_PS19	percent_WT	percent_difference
Xkr4	0	NA	NA	NA	NA	NA	0	0	0
Gm1992	0	NA	NA	NA	NA	NA	0	0	0
Gm19938	0	NA	NA	NA	NA	NA	0	0	0
Gm37381	0	NA	NA	NA	NA	NA	0	0	0
Rp1	0	NA	NA	NA	NA	NA	0	0	0
Sox17	0	NA	NA	NA	NA	NA	0	0	0
Gm37587	0	NA	NA	NA	NA	NA	0	0	0
Gm37323	0	NA	NA	NA	NA	NA	0	0	0
Mrpl15	0.240945078137944	-2.1725265991284	3.10386820970277	-0.699941638094371	0.483963752659819	0.999941495553858	0	0.222222222222222	0.222222222222222
A930006A01Rik	0	NA	NA	NA	NA	NA	0	0	0
Lypla1	0.978382476057764	0.819289595727825	1.05591739904587	0.775903111804144	0.43780619513526	0.999941495553858	0.555555555555556	0.555555555555556	0
Tcea1	1.37369014568179	0.160200327478196	0.794716368850684	0.201581763956714	0.840243702815143	0.999941495553858	1	0.555555555555556	0.444444444444444
Rgs20	0	NA	NA	NA	NA	NA	0	0	0
Gm16041	0	NA	NA	NA	NA	NA	0	0	0
Atp6v1h	0.484832400967837	-0.0566486817027809	1.52454173365002	-0.0371578425519083	0.970359152151097	0.999941495553858	0.444444444444444	0.444444444444444	0
Oprk1	0	NA	NA	NA	NA	NA	0	0	0
Npbwr1	0	NA	NA	NA	NA	NA	0	0	0
4732440D04Rik	0.482783227232813	0.18953421813971	1.45621524744593	0.130155358881276	0.896443512515743	0.999941495553858	0.666666666666667	0.333333333333333	0.333333333333333
Rb1cc1	2.86113276737489	0.0404422882769686	0.525995058619573	0.0768872019123256	0.938713278801761	0.999941495553858	1	0.777777777777778	0.222222222222222
Alkal1	0	NA	NA	NA	NA	NA	0	0	0
St18	0.0736115437222657	-1.31143884607211	3.11329390701553	-0.421238368506392	0.673581029569585	0.999941495553858	0	0.111111111111111	0.111111111111111
Gm57122	0	NA	NA	NA	NA	NA	0	0	0
Pcmtd1	3.87935692377633	1.0335952528983	0.508704769540857	2.03181749962989	0.0421721349340017	0.999941495553858	1	0.888888888888889	0.111111111111111
Gm26901	0	NA	NA	NA	NA	NA	0	0	0
Gm30414	0	NA	NA	NA	NA	NA	0	0	0
Sntg1	0	NA	NA	NA	NA	NA	0	0	0
Rrs1	0.0368057718611328	-1.10094346288405	3.11672791392378	-0.353236950189219	0.723910808842731	0.999941495553858	0	0.111111111111111	0.111111111111111
Adhfe1	0	NA	NA	NA	NA	NA	0	0	0
2610203C22Rik	0.0165794248612185	-0.407477833975912	3.11556472751283	-0.130787792780413	0.895943179993046	0.999941495553858	0.111111111111111	0	0.111111111111111
Vxn	0	NA	NA	NA	NA	NA	0	0	0
Mybl1	0.111312329945575	-0.471060786119937	3.1100019743066	-0.15146639455911	0.879607818213798	0.999941495553858	0.222222222222222	0.111111111111111	0.111111111111111
Vcpip1	0.453055950336159	1.14505533282822	1.64421123019269	0.696416197506466	0.486168222179312	0.999941495553858	0.666666666666667	0.111111111111111	0.555555555555556
1700034P13Rik	0.134675224043031	0.299892925690311	3.10856326577406	0.0964731614093866	0.92314478857703	0.999941495553858	0.333333333333333	0	0.333333333333333
Sgk3	0.386276425622763	1.07094980823131	1.66263236020144	0.64412905334139	0.51949175190908	0.999941495553858	0.666666666666667	0.222222222222222	0.444444444444444
Snhg6	0	NA	NA	NA	NA	NA	0	0	0
Mcmdc2	0	NA	NA	NA	NA	NA	0	0	0
Tcf24	0	NA	NA	NA	NA	NA	0	0	0
Ppp1r42	0	NA	NA	NA	NA	NA	0	0	0
Gm15818	0	NA	NA	NA	NA	NA	0	0	0
Gm57177	0	NA	NA	NA	NA	NA	0	0	0
Cops5	0.26187202730617	-0.0536024864324316	2.41014496405334	-0.02224035783403	0.982256224647221	0.999941495553858	0.333333333333333	0.222222222222222	0.111111111111111
Cspp1	2.06683020567591	0.809502255571681	0.705785078897006	1.14695291778733	0.251401080247798	0.999941495553858	1	0.444444444444444	0.555555555555556
Arfgef1	2.6466263212338	0.391261888554208	0.556617962022053	0.702927169530879	0.482101138219323	0.999941495553858	1	0.777777777777778	0.222222222222222
Cpa6	0	NA	NA	NA	NA	NA	0	0	0
Prex2	17.8637921219703	-0.0225541844717665	0.246168988366671	-0.0916207383448797	0.926999373934957	0.999941495553858	1	1	0
A830018L16Rik	0	NA	NA	NA	NA	NA	0	0	0
