Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M40009,BUSSLINGER GASTRIC PPP1R1B POSITIVE CELLS,,-7.1,45,15,30286,121,28,5,18,7.2,1191|6170|6227|6232|23521,CLU|RPL39|RPS21|RPS27|RPL13A,-2.6,Rpl37a
Cell Type Signatures,7,M41748,RUBENSTEIN SKELETAL MUSCLE SATELLITE CELLS,,-6.5,21,11,30286,310,28,6,21,7.8,1191|6170|6227|6232|23521|57447,CLU|RPL39|RPS21|RPS27|RPL13A|NDRG2,-2.3,Rpl37a
DisGeNET,35,C0235031,Neurologic Symptoms,,-5.7,23,10,30286,233,28,5,18,7.2,773|1191|3984|5621|6232,CACNA1A|CLU|LIMK1|PRNP|RPS27,-1.8,Rpl37a
DisGeNET,35,C0333463,Senile Plaques,,-5.5,22,10,30286,249,28,5,18,7.2,1191|4504|5621|57060|57447,CLU|MT3|PRNP|PCBP4|NDRG2,-1.8,Rpl37a
Cell Type Signatures,7,M40015,BUSSLINGER GASTRIC LYZ POSITIVE CELLS,,-5.5,39,12,30286,111,28,4,14,6.6,1191|6170|6227|6232,CLU|RPL39|RPS21|RPS27,-1.8,Rpl37a
Cell Type Signatures,7,M41648,TRAVAGLINI LUNG CLUB CELL,,-5.4,38,12,30286,114,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-1.8,Rpl37a
Cell Type Signatures,7,M39290,DURANTE ADULT OLFACTORY NEUROEPITHELIUM OLFACTORY ENSHEATHING GLIA,,-5.4,38,12,30286,115,28,4,14,6.6,1191|4504|5621|57447,CLU|MT3|PRNP|NDRG2,-1.8,Rpl37a
Cell Type Signatures,7,M41684,TRAVAGLINI LUNG CD4 NAIVE T CELL,,-5.2,33,11,30286,132,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-1.7,Rpl37a
Cell Type Signatures,7,M39020,FAN EMBRYONIC CTX BIG GROUPS GLIAL,,-5.2,33,11,30286,133,28,4,14,6.6,1191|4504|5621|57447,CLU|MT3|PRNP|NDRG2,-1.7,Rpl37a
Cell Type Signatures,7,M39133,AIZARANI LIVER C34 MHC II POS B CELLS,,-5.2,32,11,30286,134,28,4,14,6.6,6170|6232|23299|23521,RPL39|RPS27|BICD2|RPL13A,-1.7,Rpl37a
Cell Type Signatures,7,M41753,RUBENSTEIN SKELETAL MUSCLE B CELLS,,-4.7,24,9.5,30286,177,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-1.2,Rpl37a
Cell Type Signatures,7,M41752,RUBENSTEIN SKELETAL MUSCLE T CELLS,,-4.6,24,9.4,30286,181,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-1.2,Rpl37a
Cell Type Signatures,7,M41667,TRAVAGLINI LUNG CAPILLARY INTERMEDIATE 2 CELL,,-4.5,13,7.6,30286,408,28,5,18,7.2,824|6170|6227|6232|57447,CAPN2|RPL39|RPS21|RPS27|NDRG2,-1.1,Rpl37a
Cell Type Signatures,7,M41683,TRAVAGLINI LUNG CD4 MEMORY EFFECTOR T CELL,,-4.4,46,11,30286,71,28,3,11,5.8,824|6232|23521,CAPN2|RPS27|RPL13A,-1.1,Rpl37a
Cell Type Signatures,7,M40001,BUSSLINGER ESOPHAGEAL QUIESCENT BASAL CELLS,,-4.3,42,11,30286,77,28,3,11,5.8,1191|5621|23521,CLU|PRNP|RPL13A,-0.98,Rpl37a
Cell Type Signatures,7,M41668,TRAVAGLINI LUNG BRONCHIAL VESSEL 1 CELL,,-4.3,19,8.4,30286,224,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-0.98,Rpl37a
Cell Type Signatures,7,M39082,ZHONG PFC C9 ORG OTHER,,-4.2,39,11,30286,83,28,3,11,5.8,1191|4504|57447,CLU|MT3|NDRG2,-0.93,Rpl37a
DisGeNET,35,C1266025,Traditional Serrated Adenoma,,-4.1,36,10,30286,90,28,3,11,5.8,1191|23521|57060,CLU|RPL13A|PCBP4,-0.85,Rpl37a
DisGeNET,35,C0276496,Familial Alzheimer Disease (FAD),,-4,17,7.7,30286,260,28,4,14,6.6,1191|5621|6227|6232,CLU|PRNP|RPS21|RPS27,-0.81,Rpl37a
Cell Type Signatures,7,M39227,LAKE ADULT KIDNEY C8 DECENDING THIN LIMB,,-3.9,16,7.4,30286,278,28,4,14,6.6,824|1191|6232|23521,CAPN2|CLU|RPS27|RPL13A,-0.73,Rpl37a
DisGeNET,35,C0151889,Hyperreflexia,,-3.9,10,6.4,30286,539,28,5,18,7.2,773|3984|5621|11113|23299,CACNA1A|LIMK1|PRNP|CIT|BICD2,-0.73,Rpl37a
COVID,200,COVID052,RNA_Xiong_BALF_Up,,-3.8,14,7.1,30286,300,28,4,14,6.6,6170|6232|23521|57447,RPL39|RPS27|RPL13A|NDRG2,-0.64,Rpl37a
Cell Type Signatures,7,M40025,BUSSLINGER DUODENAL DIFFERENTIATING STEM CELLS,,-3.8,14,7,30286,305,28,4,14,6.6,1191|6170|6232|23521,CLU|RPL39|RPS27|RPL13A,-0.64,Rpl37a
DisGeNET,35,C0751494,Convulsive Seizures,,-3.8,28,8.8,30286,117,28,3,11,5.8,1191|4504|5621,CLU|MT3|PRNP,-0.64,Rpl37a
Cell Type Signatures,7,M40024,BUSSLINGER DUODENAL STEM CELLS,,-3.7,14,7,30286,311,28,4,14,6.6,1191|6170|6232|23521,CLU|RPL39|RPS27|RPL13A,-0.63,Rpl37a
DisGeNET,35,C0037773,"Spastic Paraplegia, Hereditary",,-3.7,26,8.6,30286,123,28,3,11,5.8,773|23299|118813,CACNA1A|BICD2|ZFYVE27,-0.63,Rpl37a
DisGeNET,35,C2936349,"Plaque, Amyloid",,-3.7,26,8.6,30286,123,28,3,11,5.8,824|4504|5621,CAPN2|MT3|PRNP,-0.63,Rpl37a
DisGeNET,35,C0009241,Cognition Disorders,,-3.7,8.9,6,30286,606,28,5,18,7.2,1191|3984|5621|57060|64421,CLU|LIMK1|PRNP|PCBP4|DCLRE1C,-0.63,Rpl37a
Cell Type Signatures,7,M39074,ZHONG PFC MAJOR TYPES ASTROCYTES,,-3.7,13,6.8,30286,325,28,4,14,6.6,1191|4504|57447|93145,CLU|MT3|NDRG2|OLFM2,-0.63,Rpl37a
Cell Type Signatures,7,M39238,LAKE ADULT KIDNEY C19 COLLECTING DUCT INTERCALATED CELLS TYPE A MEDULLA,,-3.7,13,6.8,30286,326,28,4,14,6.6,824|1191|6232|23521,CAPN2|CLU|RPS27|RPL13A,-0.63,Rpl37a
Cell Type Signatures,7,M41652,TRAVAGLINI LUNG PROXIMAL BASAL CELL,,-3.6,8.6,5.9,30286,629,28,5,18,7.2,5621|6170|6227|23521|57447,PRNP|RPL39|RPS21|RPL13A|NDRG2,-0.59,Rpl37a
Cell Type Signatures,7,M41702,FAN OVARY CL0 XBP1 SELK HIGH STROMAL CELL,,-3.5,23,7.9,30286,143,28,3,11,5.8,6170|6232|23521,RPL39|RPS27|RPL13A,-0.51,Rpl37a
Cell Type Signatures,7,M39034,FAN EMBRYONIC CTX ASTROCYTE 2,,-3.4,21,7.6,30286,153,28,3,11,5.8,1191|4504|57447,CLU|MT3|NDRG2,-0.44,Rpl37a
DisGeNET,35,C0087012,"Ataxia, Spinocerebellar",,-3.4,21,7.6,30286,155,28,3,11,5.8,773|5621|57060,CACNA1A|PRNP|PCBP4,-0.44,Rpl37a
Cell Type Signatures,7,M39231,LAKE ADULT KIDNEY C12 THICK ASCENDING LIMB,,-3.4,11,6.2,30286,381,28,4,14,6.6,824|6227|6232|23521,CAPN2|RPS21|RPS27|RPL13A,-0.44,Rpl37a
Cell Type Signatures,7,M39107,AIZARANI LIVER C3 NK NKT CELLS 2,,-3.4,20,7.4,30286,162,28,3,11,5.8,6170|6232|23521,RPL39|RPS27|RPL13A,-0.4,Rpl37a
Cell Type Signatures,7,M39202,HAY BONE MARROW NAIVE T CELL,,-3.3,11,6,30286,403,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,-0.38,Rpl37a
Cell Type Signatures,7,M39174,MURARO PANCREAS ACINAR CELL,,-3.3,7.4,5.3,30286,731,28,5,18,7.2,824|6170|6227|6232|23521,CAPN2|RPL39|RPS21|RPS27|RPL13A,-0.38,Rpl37a
DisGeNET,35,C0750901,"Alzheimer Disease, Early Onset",,-3.3,19,7.1,30286,174,28,3,11,5.8,1191|5621|6232,CLU|PRNP|RPS27,-0.35,Rpl37a
DisGeNET,35,C0038868,Progressive supranuclear palsy,,-3.2,18,7.1,30286,176,28,3,11,5.8,1191|5621|11113,CLU|PRNP|CIT,-0.34,Rpl37a
DisGeNET,35,C0233794,Memory impairment,,-3.2,7.1,5.2,30286,763,28,5,18,7.2,824|1191|5621|57060|57447,CAPN2|CLU|PRNP|PCBP4|NDRG2,-0.32,Rpl37a
Cell Type Signatures,7,M41651,TRAVAGLINI LUNG BASAL CELL,,-3.2,17,6.8,30286,188,28,3,11,5.8,1191|5621|23521,CLU|PRNP|RPL13A,-0.28,Rpl37a
Cell Type Signatures,7,M40019,BUSSLINGER GASTRIC X CELLS,,-3.1,17,6.7,30286,191,28,3,11,5.8,773|1191|57060,CACNA1A|CLU|PCBP4,-0.27,Rpl37a
DisGeNET,35,C4316903,Absence Seizures,,-3.1,16,6.5,30286,204,28,3,11,5.8,773|1191|4504,CACNA1A|CLU|MT3,-0.2,Rpl37a
DisGeNET,35,C4553743,"Spasticity, CTCAE",,-3,9.1,5.4,30286,477,28,4,14,6.6,773|3984|5621|11113,CACNA1A|LIMK1|PRNP|CIT,-0.19,Rpl37a
DisGeNET,35,C0270824,Visual seizure,,-3,16,6.4,30286,209,28,3,11,5.8,1191|4504|11113,CLU|MT3|CIT,-0.19,Rpl37a
DisGeNET,35,C0234533,Generalized seizures,,-3,15,6.4,30286,210,28,3,11,5.8,773|1191|4504,CACNA1A|CLU|MT3,-0.19,Rpl37a
DisGeNET,35,C0034935,Babinski Reflex,,-3,15,6.3,30286,218,28,3,11,5.8,773|5621|118813,CACNA1A|PRNP|ZFYVE27,-0.15,Rpl37a
DisGeNET,35,C0266470,Cerebellar Hypoplasia,,-2.9,14,6.1,30286,226,28,3,11,5.8,773|11113|23299,CACNA1A|CIT|BICD2,-0.12,Rpl37a
DisGeNET,35,C0151611,Electroencephalogram abnormal,,-2.9,14,6.1,30286,227,28,3,11,5.8,773|5621|23299,CACNA1A|PRNP|BICD2,-0.12,Rpl37a
DisGeNET,35,C0149931,Migraine Disorders,,-2.9,8.5,5.2,30286,512,28,4,14,6.6,773|5621|6232|64421,CACNA1A|PRNP|RPS27|DCLRE1C,-0.12,Rpl37a
DisGeNET,35,C0040822,Tremor,,-2.9,8.2,5.1,30286,528,28,4,14,6.6,773|3984|5621|11113,CACNA1A|LIMK1|PRNP|CIT,-0.083,Rpl37a
DisGeNET,35,C0029925,Ovarian Carcinoma,,-2.8,8,5,30286,539,28,4,14,6.6,1191|3984|11113|64421,CLU|LIMK1|CIT|DCLRE1C,-0.059,Rpl37a
DisGeNET,35,C4317109,Epileptic Seizures,,-2.8,13,5.8,30286,250,28,3,11,5.8,773|1191|4504,CACNA1A|CLU|MT3,-0.033,Rpl37a
DisGeNET,35,C0752347,Lewy Body Disease,,-2.8,13,5.7,30286,255,28,3,11,5.8,1191|5621|11113,CLU|PRNP|CIT,-0.017,Rpl37a
DisGeNET,35,C0026838,Muscle Spasticity,,-2.7,7.5,4.8,30286,580,28,4,14,6.6,773|3984|5621|11113,CACNA1A|LIMK1|PRNP|CIT,0,Rpl37a
DisGeNET,35,C4551583,Cerebral cortical atrophy,,-2.7,12,5.5,30286,271,28,3,11,5.8,3984|5621|23299,LIMK1|PRNP|BICD2,0,Rpl37a
Cell Type Signatures,7,M41689,TRAVAGLINI LUNG BASOPHIL MAST 1 CELL,,-2.7,12,5.5,30286,276,28,3,11,5.8,1191|5621|57447,CLU|PRNP|NDRG2,0,Rpl37a
DisGeNET,35,C0026848,Myopathy,,-2.6,6.8,4.5,30286,633,28,4,14,6.6,824|3984|5621|23299,CAPN2|LIMK1|PRNP|BICD2,0,Rpl37a
DisGeNET,35,C0494475,Tonic - clonic seizures,,-2.6,11,5.2,30286,300,28,3,11,5.8,773|1191|4504,CACNA1A|CLU|MT3,0,Rpl37a
COVID,200,COVID005,RNA_Appelberg_Huh-7_72h_Down,,-2.6,11,5.2,30286,300,28,3,11,5.8,824|3984|9645,CAPN2|LIMK1|MICAL2,0,Rpl37a
DisGeNET,35,C0022821,Kyphosis deformity of spine,,-2.6,11,5.1,30286,305,28,3,11,5.8,3984|6232|23299,LIMK1|RPS27|BICD2,0,Rpl37a
Cell Type Signatures,7,M41679,TRAVAGLINI LUNG MESOTHELIAL CELL,,-2.5,6.7,4.4,30286,649,28,4,14,6.6,6170|6227|6232|23521,RPL39|RPS21|RPS27|RPL13A,0,Rpl37a
DisGeNET,35,C0026837,Muscle Rigidity,,-2.5,10,5,30286,320,28,3,11,5.8,773|824|5621,CACNA1A|CAPN2|PRNP,0,Rpl37a
DisGeNET,35,C0338451,Frontotemporal dementia,,-2.5,10,5,30286,320,28,3,11,5.8,1191|5621|11113,CLU|PRNP|CIT,0,Rpl37a
Cell Type Signatures,7,M39237,LAKE ADULT KIDNEY C18 COLLECTING DUCT PRINCIPAL CELLS MEDULLA,,-2.5,10,5,30286,322,28,3,11,5.8,1191|6232|23521,CLU|RPS27|RPL13A,0,Rpl37a
DisGeNET,35,C1328504,Hormone refractory prostate cancer,,-2.5,6.3,4.3,30286,683,28,4,14,6.6,824|1191|57060|57447,CAPN2|CLU|PCBP4|NDRG2,0,Rpl37a
DisGeNET,35,C0007785,Cerebral Infarction,,-2.5,6.3,4.3,30286,687,28,4,14,6.6,3984|5621|23521|57447,LIMK1|PRNP|RPL13A|NDRG2,0,Rpl37a
DisGeNET,35,C0002726,Amyloidosis,,-2.4,6.2,4.2,30286,694,28,4,14,6.6,1191|3984|4504|5621,CLU|LIMK1|MT3|PRNP,0,Rpl37a
