gene	p_val	avg_log2FC	p_val_adj	percent_PS19	percent_WT	percent_difference
Kdm5d	5.96984285662116e-113	0.566194678375153	1.06967644304938e-108	0.202	0.093	0.109
Cnksr2	3.10936565672654e-107	-0.132782242109335	5.57136138372262e-103	0.589	0.742	0.153
Eif2s3y	3.34202625911721e-100	0.537612478535525	5.98824265108621e-96	0.307	0.159	0.148
R3hdm1	2.0457520282782e-98	-0.313783581292962	3.66557848426889e-94	0.831	0.928	0.0970000000000001
Prnp	3.22259678213041e-95	0.970255879522165	5.77424891422126e-91	0.332	0.196	0.136
Uty	1.26904035058434e-90	0.574219041103286	2.27386650017703e-86	0.378	0.201	0.177
Mid1	6.67045753096741e-90	0.991541703712887	1.19521258039874e-85	0.299	0.17	0.129
Slc1a2	3.99225966329746e-88	-0.630352311666923	7.15333086469638e-84	0.171	0.29	0.119
Ddx3y	2.29227233084574e-84	0.647053375892659	4.10729356240939e-80	0.177	0.084	0.093
Kcnh7	5.53217950055704e-79	-0.440605386419278	9.91255922909811e-75	0.761	0.87	0.109
Pbx1	1.25314952304984e-75	-0.665072331856183	2.24539331540071e-71	0.833	0.913	0.0800000000000001
Cacna2d1	1.53397067193074e-72	-0.495040437412701	2.7485686499655e-68	0.592	0.722	0.13
Ptk2	5.48894512894603e-72	-0.380292419463761	9.8350918820455e-68	0.668	0.783	0.115
Gpm6a	1.08108025435779e-70	-0.252870909255217	1.93707959975829e-66	0.808	0.897	0.089
Rbm39	1.03075949699327e-64	-0.330900465963528	1.84691486671253e-60	0.833	0.905	0.0720000000000001
Ppfia2	2.78245525181524e-63	-0.412877524080862	4.98560332020255e-59	0.901	0.956	0.0549999999999999
Slc8a1	6.24908342039421e-61	-0.426519514899426	1.11971076726624e-56	0.747	0.852	0.105
Schip1	1.56082921867712e-58	0.184438637098117	2.79669379402566e-54	0.601	0.669	0.0680000000000001
Unc5c	2.69688879390004e-58	-0.513309949926144	4.8322853409101e-54	0.656	0.758	0.102
Apc	6.50740858971872e-58	-0.493045295801958	1.1659974711058e-53	0.857	0.92	0.0630000000000001
Slc4a10	1.77830286414668e-57	-0.344173533766485	3.18636307197803e-53	0.775	0.859	0.084
Il1rapl1	2.15258486894354e-57	-0.337267189076647	3.85700156817303e-53	0.967	0.984	0.017
Mast4	2.86450305338297e-57	-0.156568525286817	5.1326165710516e-53	0.552	0.664	0.112
Pak5	2.45457916092827e-56	-0.246566229550424	4.39811494055127e-52	0.596	0.707	0.111
Cdk14	3.95610476188702e-56	-0.404175642645246	7.08854851234917e-52	0.614	0.733	0.119
Dlg2	7.65297769039931e-56	-0.262733792482218	1.37126054256575e-51	0.999	1	0.001
Snap25	9.13412689602224e-56	-0.368526724213956	1.63665285722926e-51	0.919	0.961	0.0419999999999999
Dgkb	1.14240704213414e-54	-0.225557178868826	2.04696493809595e-50	0.794	0.882	0.088
Ube2e2	1.20530213869681e-54	-0.241927808888707	2.15966037211694e-50	0.873	0.938	0.0649999999999999
Pex5l	4.35724595679802e-54	-0.128806202301593	7.8073133053907e-50	0.492	0.593	0.101
Sh3gl2	1.12859494138764e-53	-0.413832195840752	2.02221641597837e-49	0.618	0.723	0.105
Trpm3	1.29915914944061e-53	-0.102516541896982	2.32783336396769e-49	0.554	0.664	0.11
Slit3	1.93758151298338e-53	-0.11589677472866	3.47175855496362e-49	0.419	0.514	0.095
Grm3	8.07603027004877e-53	-0.121734415520087	1.44706310378734e-48	0.416	0.51	0.094
Arpp21	8.88774985995475e-53	-0.407132915299403	1.59250701990669e-48	0.596	0.708	0.112
Oxr1	9.2366044301843e-53	-0.145602368011843	1.65501478180042e-48	0.73	0.825	0.095
Prkg1	4.1034899977903e-52	-0.490765678898694	7.35263337804066e-48	0.665	0.77	0.105
Akt3	1.29420244830861e-51	-0.183065942844548	2.31895194687936e-47	0.839	0.909	0.0700000000000001
Zbtb20	1.35839682380262e-51	-0.241813367544094	2.43397542888954e-47	0.714	0.811	0.0970000000000001
Auts2	2.23785254895604e-51	-0.583533055052674	4.00978419721943e-47	0.941	0.97	0.029
Cpa6	3.27734852062574e-51	-2.15690943163854	5.87235307925721e-47	0.042	0.115	0.073
Nptn	5.23446468159808e-51	-0.198624921587699	9.37911381648745e-47	0.821	0.896	0.0750000000000001
Son	2.1534162000468e-50	-0.306375175167427	3.85849114724385e-46	0.711	0.804	0.0930000000000001
Stag1	4.61182693192651e-50	-0.234172190797982	8.26347149662592e-46	0.834	0.906	0.0720000000000001
Marchf1	4.92116815972844e-50	-0.127252856176352	8.81774910860142e-46	0.612	0.702	0.09
Nrcam	1.19153839609026e-49	-0.332374596536862	2.13499849811453e-45	0.793	0.869	0.076
Cdh18	1.69664473484195e-49	-0.115766384897996	3.04004803588981e-45	0.701	0.795	0.0940000000000001
Ext1	2.12381399726359e-49	-0.246826486916307	3.80544992029691e-45	0.636	0.739	0.103
Psd3	2.22771001475682e-49	-0.371655555917879	3.99161080444126e-45	0.485	0.594	0.109
Gtdc1	2.96151429320133e-49	-0.429827098254175	5.30644131055815e-45	0.553	0.653	0.1
Dlg1	2.49233990120321e-48	-0.330124469356147	4.46577463497592e-44	0.54	0.647	0.107
