gene	p_val	avg_log2FC	p_val_adj	percent_PS19	percent_WT	percent_difference
Dync1i2	3.90812162576832e-09	-4.81959339633321	7.00257232905168e-05	0.011	0.169	0.158
Flrt2	6.67503216882832e-08	1.32071213918102	0.00119603226401066	0.489	0.273	0.216
Ptk2	2.22789365594544e-07	-1.08215086653427	0.00399193985272304	0.309	0.563	0.254
Rc3h2	2.83962000792569e-07	-2.7180614376312	0.00508803113020125	0.048	0.148	0.1
Kif2a	3.23475840826292e-07	-2.4765058028075	0.00579604011592549	0.059	0.246	0.187
Rundc3b	3.29263149149267e-07	-0.861791976069969	0.00589973710645656	0.691	0.754	0.0630000000000001
Dgkh	3.9167233651786e-07	-1.81119712116284	0.00701798492572701	0.117	0.322	0.205
Rasgrf2	4.40161009190426e-07	-2.14936736685843	0.00788680496267405	0.09	0.273	0.183
Acvr2a	5.10261397301504e-07	-4.61052529578614	0.00914286371684835	0.011	0.142	0.131
Ptprk	9.62673227529578e-07	1.22921477016872	0.017249178890875	0.495	0.306	0.189
Arglu1	1.18716410437319e-06	-1.70913551279841	0.0212716064221589	0.128	0.328	0.2
Rsrp1	1.3998926798766e-06	-2.47485543589258	0.0250832770380289	0.043	0.202	0.159
Abcc4	1.65808064006576e-06	0.751581792632687	0.0297094889086982	0.835	0.678	0.157
Il1r1	1.78146475846749e-06	1.21119609947728	0.0319202855422205	0.537	0.311	0.226
Lysmd4	2.31161795916523e-06	-3.42727280550473	0.0414195705923225	0.027	0.164	0.137
Cfh	2.59125028920924e-06	1.05384275337675	0.0464300226820512	0.622	0.415	0.207
Adipor2	2.79821890719503e-06	1.08511819632832	0.0501384863791206	0.654	0.437	0.217
Auts2	4.1298622330263e-06	1.07500763552793	0.0739988714913653	0.569	0.41	0.159
Fubp1	5.28487676305009e-06	-2.04749133986765	0.0946944218403315	0.085	0.219	0.134
Rab5a	7.04354730934023e-06	-4.76852865412158	0.126206280688758	0.005	0.115	0.11
Frmd5	7.21764637918639e-06	0.761866856129586	0.129325787822262	0.777	0.645	0.132
Ubxn4	9.19706948087717e-06	-3.20984819628095	0.164793090958357	0.021	0.142	0.121
Galnt18	1.27146652617488e-05	-2.93393765886236	0.227821372160015	0.027	0.153	0.126
Clint1	1.80049030323749e-05	1.17255443314918	0.322611852534094	0.42	0.273	0.147
Lef1	1.82637205234657e-05	0.675287739051585	0.327249344339458	0.819	0.694	0.125
Mapk8	1.8534792658355e-05	-3.45394727987077	0.332106414852405	0.016	0.12	0.104
Nedd4l	2.02605286634311e-05	-1.29768741050355	0.363028152591358	0.207	0.344	0.137
Huwe1	2.64084027816359e-05	-1.31099552448238	0.473185761041352	0.223	0.388	0.165
Gsk3b	2.91084907209113e-05	-1.1133256852904	0.521565936737289	0.293	0.443	0.15
Nckap5	4.82154148603115e-05	1.12674110145379	0.863923803467061	0.404	0.208	0.196
Cep170	4.94526947111369e-05	-3.56325362187315	0.886093383834151	0.016	0.115	0.099
Atp6v1h	5.02699836889076e-05	-3.53894188423425	0.900737567737846	0.016	0.12	0.104
Spns2	5.20391596543394e-05	-3.88647388249881	0.932437662686453	0.011	0.104	0.093
Dst	6.25363548150103e-05	1.26006304993664	1	0.351	0.169	0.182
Thoc2	6.29929247531729e-05	-1.44913575409939	1	0.149	0.262	0.113
Maml2	6.40441410898778e-05	0.650482506643781	1	0.718	0.612	0.106
Anapc1	6.52918319357351e-05	-2.01780223033857	1	0.064	0.186	0.122
Usp54	7.21638924015364e-05	1.31648679073677	1	0.351	0.208	0.143
Ptma	7.32962523215547e-05	-2.02076231921616	1	0.043	0.18	0.137
Nxpe2	8.06341003906598e-05	-1.0213062215619	1	0.309	0.486	0.177
Pdia3	8.76394665796353e-05	-3.39038977629831	1	0.016	0.115	0.099
Pfdn1	0.000101742528981418	-2.55557252655896	1	0.037	0.137	0.1
Gon4l	0.000103416951879863	-2.66823118018511	1	0.032	0.131	0.099
Limch1	0.000111892545551138	0.764597605707761	1	0.638	0.514	0.124
Tm9sf3	0.000124169583126153	-1.9339747438642	1	0.053	0.158	0.105
Adgrl4	0.000127861205190387	0.577167764900976	1	0.92	0.803	0.117
Maco1	0.000129942686148699	-2.05046461443111	1	0.064	0.175	0.111
Zmym2	0.00013918563664614	-1.60301664597239	1	0.09	0.235	0.145
Tmem87b	0.000187420630697083	2.32308892879919	1	0.128	0.033	0.095
Xpo7	0.000187613039708263	-2.20086772229887	1	0.053	0.186	0.133
Nktr	0.000205079295272426	-2.02384946239177	1	0.048	0.169	0.121
Fbxl20	0.000216972561767727	-1.60219728247171	1	0.08	0.148	0.068
Srrm2	0.000227452330111502	-1.03918299352877	1	0.223	0.311	0.088
Trappc8	0.000238187707458497	-2.0766189245678	1	0.048	0.153	0.105
Klhl24	0.000249902507113573	-1.228793768477	1	0.117	0.158	0.041
Nfyc	0.000260904307655465	-2.16491636192883	1	0.053	0.158	0.105
Ddx42	0.000268565883339868	-3.04705847204022	1	0.027	0.104	0.077
Sec62	0.000271566562504718	-1.60198208205542	1	0.106	0.246	0.14
Sgms1	0.000294190331175339	0.557953165748484	1	0.936	0.891	0.045
Ddx50	0.000302047803671442	-1.3637223348956	1	0.133	0.24	0.107
Sparcl1	0.000308299741769406	1.34242212340613	1	0.298	0.148	0.15
Zmynd11	0.00030847965640435	-1.63252296760928	1	0.09	0.197	0.107
Cadps2	0.000318372227279837	2.57911285226854	1	0.154	0.038	0.116
Fam193b	0.000318817407412522	-2.48921982428093	1	0.021	0.12	0.099
Dync1h1	0.000333321457879233	-2.1421318190414	1	0.053	0.158	0.105
Zc3h13	0.000334383064640069	-2.28044789409434	1	0.048	0.12	0.072
Snapc3	0.000337980214555034	-1.88857164324947	1	0.08	0.202	0.122
Ate1	0.000360785813276811	-3.09098531963386	1	0.016	0.104	0.088
Vta1	0.000374945321756893	2.5739967865887	1	0.117	0.016	0.101
Rora	0.000381198878786087	0.693091436816518	1	0.644	0.486	0.158
Apobec3	0.000384405983815975	1.33200762893456	1	0.293	0.158	0.135
Zbtb16	0.000417996585610677	0.847260355149402	1	0.553	0.377	0.176
Papola	0.000442000649729808	-1.77133045322251	1	0.08	0.169	0.089
Pcbp2	0.000498243781297878	-1.9695935206823	1	0.059	0.153	0.094
Rps6ka3	0.000530289962836586	-1.49168308309284	1	0.112	0.246	0.134
Rptor	0.000585392659978365	2.24021543519935	1	0.133	0.027	0.106
Ints6l	0.000705215689490666	-2.33668153448292	1	0.037	0.137	0.1
Atp11b	0.000733586915400731	-1.64279438320097	1	0.085	0.175	0.09
Zbtb20	0.000770208162727916	0.391665235683544	1	0.979	0.962	0.017
Virma	0.000801973155681545	-2.29933911923314	1	0.048	0.142	0.094
Foxj3	0.000809972594156299	-2.1403755858228	1	0.032	0.131	0.099
Kmt2a	0.000867928860607403	-1.9839921535493	1	0.043	0.142	0.099
Snrnp48	0.000870220884116482	-2.27643289424566	1	0.043	0.131	0.088
Vwf	0.000877529226499193	0.593179156864331	1	0.553	0.415	0.138
Magi1	0.000894397988046809	-0.850037123825317	1	0.346	0.492	0.146
Prkg1	0.000903867495868395	0.454738423075889	1	0.883	0.809	0.074
Tmsb4x	0.000905241167599906	-1.03879159450455	1	0.133	0.284	0.151
Senp7	0.000931718173235776	-1.98214015876948	1	0.043	0.158	0.115
Cop1	0.000976479708795082	-1.63260832627264	1	0.09	0.18	0.09
Nckap1	0.00106477863515442	-1.09650905691531	1	0.176	0.306	0.13
Bach2	0.0010748661072125	-1.27205198037542	1	0.053	0.158	0.105
Foxp1	0.00107838498600515	0.353225847217005	1	0.947	0.902	0.0449999999999999
Gtf2i	0.00108190051865929	-1.1256793547874	1	0.154	0.235	0.081
Rsrc1	0.00122176830540545	-0.995789880680342	1	0.218	0.333	0.115
Chd4	0.00122688684240736	-2.58103659344599	1	0.032	0.12	0.088
Add1	0.00124125282948646	-1.40963295743422	1	0.08	0.186	0.106
H2-Q6	0.00125221514697413	2.28051706345263	1	0.154	0.049	0.105
Dock9	0.00127258421553235	0.411456663039695	1	0.814	0.678	0.136
Mecom	0.00127596587910785	0.401075969377812	1	0.973	0.907	0.0659999999999999
Ptprb	0.00128634605369127	0.394540757557126	1	0.894	0.825	0.0690000000000001
U2surp	0.00143387745646985	-2.11319408720499	1	0.043	0.142	0.099
Wdpcp	0.00144746395195867	1.88129673336395	1	0.144	0.066	0.078
Scamp1	0.00144914677453422	-2.22918600109351	1	0.043	0.137	0.094
