gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_0	percent_3	percent_difference
Xkr4	17362.2493109186	0.0309879315771861	0.0695653264581142	0.445450818028492	0.655993994559143	0.999845372957454	1	1	0
Rp1	9.33593153936899	-0.802132561609785	0.491582808914154	-1.63173436309052	0.10273545775377	0.999845372957454	1	1	0
Sox17	1.43565692242041	-1.79802288242006	1.45865097507688	-1.23266148869183	0.217702085682159	0.999845372957454	0.75	0.6	0.15
Mrpl15	215.929479208147	-0.0355706251340046	0.111688363287251	-0.318481031390177	0.750120080946251	0.999845372957454	1	1	0
Lypla1	346.668438086701	-0.124908875882204	0.103016321002917	-1.21251540208533	0.225315150423385	0.999845372957454	1	1	0
Tcea1	855.989234141777	-0.0259683609180964	0.0775799677599532	-0.33473023601205	0.737828590852169	0.999845372957454	1	1	0
Rgs20	1023.42517087471	0.258217722945967	0.121014868287879	2.13376857405406	0.0328617295598204	0.999845372957454	1	1	0
Atp6v1h	1621.0630836359	0.0070043019753738	0.0796523394671193	0.0879359228144855	0.929927604906302	0.999845372957454	1	1	0
Oprk1	195.159409120481	0.111015542015481	0.190907353960916	0.581515272786239	0.560893227896392	0.999845372957454	1	1	0
Npbwr1	1.82632899600126	-0.613890765343567	1.1880074037325	-0.516739848097611	0.60533777528116	0.999845372957454	0.75	0.8	0.05
Rb1cc1	1858.93740019118	0.0114187406038071	0.0643181026968899	0.177535407995785	0.859087855389254	0.999845372957454	1	1	0
Alkal1	1.94536107307773	0.415708290337978	1.11528529250342	0.372737175978408	0.709344064711128	0.999845372957454	0.75	0.8	0.05
St18	145.130401815923	-0.0460454644537511	0.1734636248421	-0.265447378351889	0.790664842112078	0.999845372957454	1	1	0
Pcmtd1	1951.57386475239	0.126666518598243	0.0749078138404705	1.690965362679	0.090843418242834	0.999845372957454	1	1	0
Sntg1	15699.7915377019	0.0110085242245392	0.0741206817284318	0.148521626728596	0.881931119567372	0.999845372957454	1	1	0
Rrs1	29.1781487847163	0.0866018918423809	0.291595982645926	0.296992746801791	0.766472046661584	0.999845372957454	1	1	0
Adhfe1	60.6395757502154	-0.0597064509616843	0.191227182166043	-0.312227844835579	0.754867372004599	0.999845372957454	1	1	0
Vxn	28.2149719697317	0.0116077924586459	0.464023303446485	0.0250155377379331	0.980042570164282	0.999845372957454	1	1	0
Mybl1	45.2943443079013	-0.0826403348201847	0.233187900945006	-0.35439375064178	0.723043817327738	0.999845372957454	1	1	0
Vcpip1	432.179740609751	0.0574513093723271	0.100864541780101	0.569588760910439	0.568956653125535	0.999845372957454	1	1	0
Sgk3	509.185003632319	0.305355352396005	0.137684207328701	2.21779504215043	0.0265688103279041	0.999845372957454	1	1	0
Mcmdc2	168.14290689224	0.0172240162894694	0.143040288205677	0.120413741509686	0.904155406454697	0.999845372957454	1	1	0
Tcf24	2.29744632842297	-0.0624200858787092	0.925178490413985	-0.0674681550916498	0.946209012797034	0.999845372957454	1	1	0
Ppp1r42	16.4412971634201	0.116248079549175	0.361444891890275	0.321620479794925	0.7477402269186	0.999845372957454	1	1	0
Cops5	388.319554937853	-0.137319797753029	0.098155334043196	-1.39900494549382	0.161811500043735	0.999845372957454	1	1	0
Cspp1	2308.2713990936	0.0643849299829983	0.053662143257723	1.19982032163302	0.230209130033078	0.999845372957454	1	1	0
Arfgef1	1861.70851544248	-0.0454067576489996	0.0641900493340935	-0.707380008584641	0.479330356963418	0.999845372957454	1	1	0
Cpa6	307.092976407187	-0.938974471691042	0.514341661886414	-1.82558509502659	0.0679127826211203	0.999845372957454	1	1	0
Prex2	488.503109010218	-0.134987271497055	0.114419465165682	-1.17975793106173	0.238096505829482	0.999845372957454	1	1	0
A830018L16Rik	4714.05156270801	-0.0499740187104025	0.0855604236223364	-0.584078673230836	0.559167382549806	0.999845372957454	1	1	0
Sulf1	317.957280810729	0.0625206035210296	0.279303505585419	0.223844678891469	0.822878163213421	0.999845372957454	1	1	0
Slco5a1	295.188481830334	0.059155017676383	0.316062571818703	0.187162362616966	0.851533333624203	0.999845372957454	1	1	0
