gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_PS19	percent_WT	percent_difference
Xkr4	147.056072993835	-0.0436465634747802	0.177470639165761	-0.245936813435453	0.805731145839195	0.999728528853316	1	1	0
Rp1	0.086187243004647	-0.824924310990083	3.11600640390068	-0.264737681526401	0.791211547179854	0.999728528853316	0.111111111111111	0.111111111111111	0
Sox17	0.363105199113089	0.442293617883295	1.97806226948888	0.223599441082096	0.823068998609373	0.999728528853316	0.444444444444444	0.111111111111111	0.333333333333333
Mrpl15	2.10930707546057	0.295717341709576	0.774541831790907	0.381796475764019	0.702612333044077	0.999728528853316	0.777777777777778	0.777777777777778	0
Lypla1	13.8611856462241	-0.265279579594141	0.436227623695513	-0.608121918889086	0.543106615811854	0.999728528853316	1	1	0
Tcea1	24.3974452967594	0.24935023288061	0.25283703810541	0.986209278312514	0.324030427198366	0.999728528853316	1	1	0
Rgs20	0.710289946875128	0.0687943849087652	1.50485015152165	0.0457151064770155	0.96353732317023	0.999728528853316	0.444444444444444	0.333333333333333	0.111111111111111
Atp6v1h	23.7002517990344	-0.207968447359196	0.327124028709225	-0.635748001086328	0.52494068449613	0.999728528853316	1	1	0
Oprk1	0	NA	NA	NA	NA	NA	0	0	0
Npbwr1	0	NA	NA	NA	NA	NA	0	0	0
Rb1cc1	40.0553228069276	-0.106394064719612	0.185449910331929	-0.573707825089707	0.566165532194371	0.999728528853316	1	1	0
Alkal1	0	NA	NA	NA	NA	NA	0	0	0
St18	2092.6344499878	-0.0188291722763017	0.0642394346949666	-0.293109246146231	0.769438649599048	0.999728528853316	1	1	0
Pcmtd1	64.1063022430732	0.430822996418751	0.189507000356159	2.2733882949393	0.0230027908873544	0.999728528853316	1	1	0
Sntg1	0.853300180278252	0.220053145352777	3.0678237638838	0.0717293959136018	0.942817261854469	0.999728528853316	0.111111111111111	0.333333333333333	0.222222222222222
Rrs1	9.58336366511921	-0.422484526004679	0.309655664269751	-1.36436879655022	0.172451523430652	0.999728528853316	1	1	0
Adhfe1	0.712664888940714	0.413878522966693	1.2613385216833	0.328126443339221	0.742816060961499	0.999728528853316	0.555555555555556	0.444444444444444	0.111111111111111
Vxn	0.13172270905958	0.208260031216308	3.11477000564956	0.066862089604872	0.946691493583654	0.999728528853316	0.333333333333333	0	0.333333333333333
Mybl1	2.28558027955275	-0.0796421678029653	0.890976355178893	-0.0893875211615178	0.928773940441493	0.999728528853316	0.666666666666667	0.666666666666667	0
Vcpip1	15.2400846491933	-0.0538961362482701	0.337019646780681	-0.159919864503756	0.872944200294976	0.999728528853316	1	0.888888888888889	0.111111111111111
Sgk3	57.3306787043872	0.092885150171592	0.162438641630492	0.571816836432816	0.567446069800648	0.999728528853316	1	1	0
Mcmdc2	0.0117400497005619	-0.469353456198836	3.11884817428189	-0.150489356958488	0.880378547033366	0.999728528853316	0.111111111111111	0	0.111111111111111
Tcf24	0	NA	NA	NA	NA	NA	0	0	0
Ppp1r42	0.0204962619570915	-0.894807961942808	3.11875653051323	-0.286911771787315	0.774179876687057	0.999728528853316	0	0.111111111111111	0.111111111111111
