Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-4.6,9.9,7,30286,654,28,6,21,7.8,710|721|2634|3554|55601|84166,SERPING1|C4B|GBP2|IL1R1|DDX60|NLRC5,-0.28,Sulf1
Hallmark Gene Sets,23,M5897,HALLMARK IL6 JAK STAT3 SIGNALING,,-4.1,37,10,30286,87,28,3,11,5.8,960|3554|9180,CD44|IL1R1|OSMR,-0.16,Sulf1
Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",,-4,16,7.7,30286,263,28,4,14,6.6,710|2788|5216|9630,SERPING1|GNG7|PFN1|GNA14,-0.16,Sulf1
Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-3.6,8.7,5.9,30286,622,28,5,18,7.2,710|960|2788|5216|9630,SERPING1|CD44|GNG7|PFN1|GNA14,-0.0063,Sulf1
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-3.5,8.2,5.7,30286,659,28,5,18,7.2,960|1809|2670|5216|10512,CD44|DPYSL3|GFAP|PFN1|SEMA3C,-0.0063,Sulf1
GO Biological Processes,19,GO:0010977,negative regulation of neuron projection development,19_GO:0032502 developmental process,-3.5,22,7.8,30286,146,28,3,11,5.8,1809|2670|10512,DPYSL3|GFAP|SEMA3C,-0.0063,Sulf1
GO Biological Processes,19,GO:0031344,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-3.5,8,5.6,30286,676,28,5,18,7.2,960|1809|2670|5216|10512,CD44|DPYSL3|GFAP|PFN1|SEMA3C,-0.0063,Sulf1
GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-3.3,7.4,5.3,30286,733,28,5,18,7.2,1809|2670|5216|10512|23671,DPYSL3|GFAP|PFN1|SEMA3C|TMEFF2,-0.0063,Sulf1
GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-3.3,7.3,5.3,30286,738,28,5,18,7.2,960|1809|2634|3554|9180,CD44|DPYSL3|GBP2|IL1R1|OSMR,-0.0063,Sulf1
GO Biological Processes,19,GO:0031349,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-3.2,10,5.8,30286,422,28,4,14,6.6,2634|9180|55601|84166,GBP2|OSMR|DDX60|NLRC5,-0.0063,Sulf1
GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-3.2,10,5.8,30286,426,28,4,14,6.6,710|960|1809|23671,SERPING1|CD44|DPYSL3|TMEFF2,-0.0063,Sulf1
GO Biological Processes,19,GO:0045087,innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.2,7,5.1,30286,775,28,5,18,7.2,710|721|2634|55601|84166,SERPING1|C4B|GBP2|DDX60|NLRC5,-0.0063,Sulf1
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.2,9.8,5.7,30286,440,28,4,14,6.6,710|2634|55601|84166,SERPING1|GBP2|DDX60|NLRC5,-0.0063,Sulf1
Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-3.2,6.9,5.1,30286,786,28,5,18,7.2,960|2634|3554|9180|84166,CD44|GBP2|IL1R1|OSMR|NLRC5,-0.0063,Sulf1
GO Biological Processes,19,GO:0002009,morphogenesis of an epithelium,19_GO:0032502 developmental process,-3.1,9.4,5.5,30286,458,28,4,14,6.6,960|5216|10512|23671,CD44|PFN1|SEMA3C|TMEFF2,-0.0063,Sulf1
Hallmark Gene Sets,23,M5930,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,,-3.1,16,6.6,30286,200,28,3,11,5.8,960|1809|8038,CD44|DPYSL3|ADAM12,-0.0063,Sulf1
Hallmark Gene Sets,23,M5913,HALLMARK INTERFERON GAMMA RESPONSE,,-3.1,16,6.6,30286,200,28,3,11,5.8,710|55601|84166,SERPING1|DDX60|NLRC5,-0.0063,Sulf1
GO Biological Processes,19,GO:0031345,negative regulation of cell projection organization,19_GO:0048519 negative regulation of biological process,-3.1,16,6.6,30286,201,28,3,11,5.8,1809|2670|10512,DPYSL3|GFAP|SEMA3C,-0.0063,Sulf1
GO Biological Processes,19,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-2.9,14,6,30286,232,28,3,11,5.8,1903|6344|9630,S1PR3|SCTR|GNA14,0,Sulf1
GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-2.9,8.3,5.1,30286,524,28,4,14,6.6,710|2634|55601|84166,SERPING1|GBP2|DDX60|NLRC5,0,Sulf1
Canonical Pathways,11,M3468,NABA ECM REGULATORS,,-2.9,14,6,30286,238,28,3,11,5.8,710|8038|57188,SERPING1|ADAM12|ADAMTSL3,0,Sulf1
KEGG Pathway,24,hsa05131,Shigellosis,,-2.8,13,5.8,30286,247,28,3,11,5.8,960|3554|5216,CD44|IL1R1|PFN1,0,Sulf1
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-2.8,7.7,4.9,30286,561,28,4,14,6.6,2634|9180|55601|84166,GBP2|OSMR|DDX60|NLRC5,0,Sulf1
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-2.8,7.7,4.9,30286,563,28,4,14,6.6,721|960|1903|3554,C4B|CD44|S1PR3|IL1R1,0,Sulf1
GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-2.7,7.6,4.8,30286,572,28,4,14,6.6,960|5216|10512|23671,CD44|PFN1|SEMA3C|TMEFF2,0,Sulf1
GO Biological Processes,19,GO:0051607,defense response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,12,5.5,30286,272,28,3,11,5.8,2634|55601|84166,GBP2|DDX60|NLRC5,0,Sulf1
GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,12,5.4,30286,281,28,3,11,5.8,2634|55601|84166,GBP2|DDX60|NLRC5,0,Sulf1
