Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M39070,MANNO MIDBRAIN NEUROTYPES HNBGABA,,-4.5,13,7.4,30286,703,17,5,29,11,1826|2070|2917|4952|161357,DSCAM|EYA4|GRM7|OCRL|MDGA2,-0.51,Plcl1
DisGeNET,35,C0029231,"Organic Mental Disorders, Substance-Induced",,-4.5,46,12,30286,115,17,3,18,9.2,1826|2917|79632,DSCAM|GRM7|FAM184A,-0.51,Plcl1
DisGeNET,35,C4316881,Prescription Drug Abuse,,-4.5,46,12,30286,115,17,3,18,9.2,1826|2917|79632,DSCAM|GRM7|FAM184A,-0.51,Plcl1
DisGeNET,35,C0013222,Drug Use Disorders,,-4.4,44,11,30286,121,17,3,18,9.2,1826|2917|79632,DSCAM|GRM7|FAM184A,-0.51,Plcl1
DisGeNET,35,C0236969,Substance-Related Disorders,,-4.3,42,11,30286,128,17,3,18,9.2,1826|2917|79632,DSCAM|GRM7|FAM184A,-0.51,Plcl1
DisGeNET,35,C0038580,Substance Dependence,,-4.1,34,9.9,30286,156,17,3,18,9.2,1826|2917|79632,DSCAM|GRM7|FAM184A,-0.34,Plcl1
DisGeNET,35,C0740858,Substance abuse problem,,-3.8,29,9,30286,185,17,3,18,9.2,1826|2917|79632,DSCAM|GRM7|FAM184A,-0.22,Plcl1
DisGeNET,35,C0025362,Mental Retardation,,-3.8,14,7,30286,504,17,4,24,10,1826|2070|2917|4952,DSCAM|EYA4|GRM7|OCRL,-0.22,Plcl1
DisGeNET,35,C0013170,Drug habituation,,-3.8,27,8.7,30286,196,17,3,18,9.2,1826|2917|79632,DSCAM|GRM7|FAM184A,-0.22,Plcl1
DisGeNET,35,C0038586,Substance Use Disorders,,-3.6,25,8.3,30286,218,17,3,18,9.2,1826|2917|79632,DSCAM|GRM7|FAM184A,-0.13,Plcl1
DisGeNET,35,C1510472,Drug Dependence,,-3.5,22,7.7,30286,248,17,3,18,9.2,1826|2917|79632,DSCAM|GRM7|FAM184A,-0.0064,Plcl1
DisGeNET,35,C0013146,Drug abuse,,-2.9,13,5.9,30286,404,17,3,18,9.2,1826|2917|79632,DSCAM|GRM7|FAM184A,0,Plcl1
Cell Type Signatures,7,M39066,MANNO MIDBRAIN NEUROTYPES HNBML5,,-2.7,11,5.4,30286,465,17,3,18,9.2,1826|2917|161357,DSCAM|GRM7|MDGA2,0,Plcl1
DisGeNET,35,C1378703,Renal carcinoma,,-2.2,8,4.3,30286,665,17,3,18,9.2,896|1628|9975,CCND3|DBP|NR1D2,0,Plcl1
