gene	p_val	avg_log2FC	p_val_adj	percent_PS19	percent_WT	percent_difference
Rasgrf2	8.90266591666384e-11	-1.76275508390582	1.59517967894783e-06	0.116	0.29	0.174
Rsrp1	3.48716297678945e-07	-1.57945183454269	0.00624829862181133	0.053	0.164	0.111
Thoc2	6.61510298533648e-07	-1.23544348599499	0.0118529415291259	0.137	0.269	0.132
Flrt2	1.99266259058778e-06	0.821688488189269	0.0357045282981519	0.434	0.292	0.142
Ptprk	3.22577138204016e-06	0.772062016551811	0.0577993716233956	0.46	0.318	0.142
Dgkh	3.30039301305471e-06	-1.51184882073744	0.0591364420079143	0.089	0.2	0.111
Zbtb16	5.11992267917985e-06	0.918348715666609	0.0917387745655445	0.388	0.254	0.134
Vta1	6.80196601596874e-06	2.3116243551446	0.121877627074128	0.099	0.023	0.076
Magi1	7.62438896895044e-06	-0.628405508794952	0.136613801545654	0.429	0.544	0.115
Cadps2	1.03424819648227e-05	2.12727044653845	0.185316591845693	0.123	0.038	0.085
Galnt18	1.13005929282032e-05	-1.8124177056257	0.202484024087545	0.043	0.128	0.085
9930021J03Rik	1.80206670332608e-05	-1.25507951683885	0.322894311901967	0.08	0.179	0.099
Tcerg1	2.26875131814964e-05	-1.86035126054668	0.406514861186052	0.014	0.077	0.063
Kdm7a	2.93056523404668e-05	-1.59345788129628	0.525098678636484	0.046	0.128	0.082
Adgrl4	3.51762836092338e-05	0.403598952517536	0.630288649710251	0.896	0.821	0.0750000000000001
Tanc2	3.89875415368161e-05	-1.47065488998027	0.69857876925667	0.034	0.108	0.074
Phip	4.35484551072884e-05	-0.923462328438795	0.780301218612393	0.246	0.356	0.11
Arhgap26	4.37291032320326e-05	0.673449806802557	0.783538071711559	0.496	0.372	0.124
Cd164	4.52437745440456e-05	-4.17952538758636	0.810677952280209	0.002	0.046	0.044
Retreg3	5.034677803623e-05	-1.76714468129519	0.902113568853169	0.031	0.103	0.072
Lysmd4	5.09970303631601e-05	-2.0304124707602	0.913764790047102	0.029	0.097	0.068
Atp6v1h	5.30108762081205e-05	-2.42827634251899	0.949848879897104	0.022	0.085	0.063
Mrtfb	6.37664482661975e-05	0.391115567549508	1	0.771	0.667	0.104
Osbpl8	6.43533241159114e-05	-1.44625452288909	1	0.08	0.169	0.089
Sparcl1	6.48390735384044e-05	1.02520779148696	1	0.26	0.151	0.109
Nfyc	6.82048760565519e-05	-1.90233451007821	1	0.043	0.118	0.075
Phldb1	7.04231092101146e-05	2.14465845403662	1	0.092	0.026	0.066
Chd4	7.71632012214911e-05	-2.29977686283422	1	0.029	0.095	0.066
Ube2d3	8.23686015737789e-05	-1.03422498589734	1	0.161	0.267	0.106
Acvr2a	8.95532278888906e-05	-1.83759818940424	1	0.043	0.115	0.072
Fbxo34	9.16830237025409e-05	-3.6752594303952	1	0.005	0.049	0.044
Ndfip1	9.25531799217527e-05	-3.71474766924338	1	0.007	0.054	0.047
Btaf1	0.000111634531288386	-1.40567902207728	1	0.065	0.149	0.084
Il1r1	0.000112845227459554	0.675782959662769	1	0.448	0.333	0.115
Fam168b	0.000114324628193945	-2.73177130044329	1	0.017	0.072	0.055
Camk1d	0.000149194039312864	-2.44869925621963	1	0.014	0.067	0.053
Hsp90ab1	0.000150307192224369	2.34432322899199	1	0.087	0.026	0.061
Septin11	0.000155186647583768	-1.0122700161315	1	0.125	0.223	0.098
Zhx3	0.000155494254472008	0.639513341111523	1	0.439	0.323	0.116
S100pbp	0.000166192601940762	-3.53147602069203	1	0.005	0.046	0.041
Sppl3	0.000167731729832071	-1.08668152324523	1	0.145	0.241	0.096
Fgf13	0.00017800204680091	-2.0484218726148	1	0.053	0.126	0.073
Cfh	0.000179552467177954	0.626675272255362	1	0.564	0.451	0.113
Prkg1	0.000184150757953786	0.339095712848529	1	0.858	0.815	0.043
Pik3c3	0.0001960623506711	-2.36018323742323	1	0.01	0.056	0.046
Vwf	0.000217336495398938	0.481829418770552	1	0.542	0.428	0.114
Snx27	0.000221782801113069	-2.71122727002717	1	0.014	0.064	0.05
Plp1	0.000223771891082556	2.25057823343561	1	0.072	0.018	0.054
Gpatch2l	0.000223777358192358	2.90044786409795	1	0.058	0.01	0.048
Ctps	0.000229827004829094	1.86607516749902	1	0.108	0.041	0.067
Pdia3	0.000230864088202431	-1.93004466634297	1	0.031	0.092	0.061
Arglu1	0.000238378347926814	-0.882879467071333	1	0.157	0.256	0.099
Gbp2b	0.000256146420711476	7.64834775700943	1	0.034	0	0.034
Ate1	0.000273978145888026	-2.49857279011312	1	0.019	0.072	0.053
Smc5	0.000274917200565092	1.57085303670367	1	0.089	0.028	0.061
Tbc1d30	0.000289109679816958	-3.4171088870856	1	0.007	0.049	0.042
Supt6	0.000314372951549805	-2.1039329719718	1	0.005	0.044	0.039
Tacc1	0.000316910429108611	0.541758141817652	1	0.422	0.308	0.114
Colgalt1	0.000318011567248282	-2.92977925680076	1	0.007	0.049	0.042
Nagk	0.000321601940164735	-7.00568893932555	1	0	0.031	0.031
Rad52	0.000321601940164735	-6.61208282883265	1	0	0.031	0.031
Ube3b	0.000338647291458677	3.04791027016024	1	0.055	0.01	0.045
Pam	0.000343915451577013	-0.709025363863005	1	0.251	0.354	0.103
Aplp2	0.000350867236381031	-0.853966996611136	1	0.169	0.267	0.098
Nploc4	0.000358202088592336	-2.32554948612526	1	0.017	0.067	0.05
Dhdds	0.000376741379622803	-1.80400926432784	1	0.017	0.067	0.05
Adipor2	0.000395875011422191	0.494962903683808	1	0.581	0.469	0.112
Efr3b	0.000405104483218436	-0.740550996297292	1	0.231	0.338	0.107
Gfod1	0.000424977300191604	1.413870116511	1	0.12	0.051	0.069
Dnajc14	0.000501758498010611	2.72273435863614	1	0.043	0.005	0.038
Cep128	0.000502049503901536	-2.00316576703698	1	0.024	0.077	0.053
Kat6b	0.000508551666523046	-0.732124315190588	1	0.166	0.262	0.096
Tmem19	0.000521466500749984	-2.92670661736223	1	0.007	0.046	0.039
Zfp592	0.000538489961514605	1.28426266381351	1	0.137	0.064	0.073
Ctbp1	0.00056674481074561	2.86686894210844	1	0.048	0.008	0.04
Nckap5	0.000577171561212964	0.668200914446931	1	0.313	0.208	0.105
