gene	p_val	avg_log2FC	p_val_adj	percent_PS19	percent_WT	percent_difference
Dpp10	1.80401613221113e-50	-6.25621600515034	3.2324361056959e-46	0.001	0.159	0.158
Cntnap2	1.21244549859191e-44	-5.97219985438202	2.17245984437698e-40	0.001	0.142	0.141
Snhg11	1.86882746401317e-44	-4.14193561345474	3.34856505001879e-40	0.005	0.153	0.148
Kcnd2	1.85197484293392e-42	-3.73390563910954	3.318368523569e-38	0.012	0.168	0.156
Ntm	6.95690575543867e-39	-5.37635367354175	1.2465383732595e-34	0.001	0.124	0.123
Nrg1	2.00790528144515e-38	-5.98895199633948	3.59776468329342e-34	0.001	0.12	0.119
Dlgap1	2.28910463683355e-38	-5.88071942799253	4.10161768827836e-34	0.003	0.127	0.124
Nalf1	4.5618976234391e-38	-3.80786447600403	8.17400816167818e-34	0.001	0.122	0.121
Lrrtm4	5.44547025824593e-32	-4.74614871853448	9.75719360872506e-28	0.001	0.103	0.102
Syt1	1.35341101363919e-30	-2.26100695451933	2.42504185423871e-26	0.036	0.188	0.152
Ctnnd2	4.74616010579853e-29	-2.92318064547649	8.50416967756981e-25	0.02	0.143	0.123
Son	5.10411468350689e-24	0.770388375543377	9.14555268990764e-20	0.657	0.452	0.205
Gria2	2.2336691817796e-19	-5.22927659836908	4.00228843991269e-15	0.002	0.065	0.063
Lrrtm3	3.09762183565099e-18	-1.82197298619089	5.55031880511944e-14	0.058	0.174	0.116
Fgf12	6.23265322188337e-18	-2.87644448985309	1.11676680429706e-13	0.009	0.079	0.07
Kcnma1	1.06673997909586e-17	-6.56013527672897	1.91138469454397e-13	0.001	0.055	0.054
Plcb1	1.11819184930905e-17	-1.91631448875824	2.00357615559195e-13	0.009	0.079	0.07
Negr1	1.51321130584892e-17	-1.78274806269392	2.7113720178201e-13	0.044	0.145	0.101
Scd2	7.0135968325484e-17	-0.735234397096435	1.25669628045602e-12	0.458	0.609	0.151
Nav3	6.74224264760015e-16	-1.07107862668604	1.20807503759699e-11	0.063	0.172	0.109
Adgrl3	1.28074931414862e-15	-1.64529941858202	2.29484662109151e-11	0.034	0.122	0.088
Sgk1	8.37017078301024e-15	3.32795113346716	1.49976720089977e-10	0.091	0.009	0.082
Hspa8	1.10142631758473e-14	-2.63831209431978	1.97353567584832e-10	0.015	0.083	0.068
Rora	1.21383802820666e-14	-1.93280841921547	2.1749549789407e-10	0.031	0.113	0.082
Cdh2	3.64038799710447e-13	-2.16471109475846	6.52284721321178e-09	0.024	0.094	0.07
Adipor2	3.3664635432218e-12	0.556755103189169	6.03202937674482e-08	0.634	0.496	0.138
Opcml	9.22123722764129e-12	-0.841445500956032	1.65226128644877e-07	0.181	0.31	0.129
Zwint	1.79863681462772e-11	-4.66658725761646	3.22279744444995e-07	0.001	0.038	0.037
Ftl1	2.03280853142982e-11	-3.01081412053601	3.64238632661594e-07	0.009	0.056	0.047
Rpl8	3.27690891767001e-11	-3.38259408582891	5.87156539868112e-07	0.004	0.045	0.041
Ckb	3.51550384830419e-11	-2.22684621572383	6.29907979539144e-07	0.017	0.073	0.056
Scai	4.61711179650177e-11	-8.50515582103512	8.27294091697187e-07	0	0.031	0.031
Pnkd	5.09470389407972e-11	-3.22974339560995	9.12869043741205e-07	0.005	0.046	0.041
Atp1a1	7.30754423052484e-11	-2.63572950313105	1.30936577522544e-06	0.01	0.056	0.046
Fgf14	9.40852886943868e-11	-0.927621507677523	1.68582020282602e-06	0.125	0.256	0.131
Nrg3	1.01308314182547e-10	-0.835785259200843	1.81524237352287e-06	0.128	0.262	0.134
Luc7l2	1.10844972250344e-10	0.368892018934999	1.98612021278167e-06	0.802	0.669	0.133
Cox4i1	1.3331297777709e-10	-2.80274309798815	2.38870193580989e-06	0.009	0.054	0.045
Sdhb	3.61544925915637e-10	-4.03223806635419	6.47816198255638e-06	0.003	0.038	0.035
Ddx17	3.99898837409459e-10	0.508015224424316	7.16538736870269e-06	0.567	0.442	0.125
Nos1ap	4.96388144124036e-10	-4.28152172237195	8.89428276641448e-06	0.002	0.035	0.033
Kcnip4	6.09366442435709e-10	-0.970227378964694	1.0918627915563e-05	0.126	0.252	0.126
Tenm2	8.00271037738072e-10	-0.633001567688516	1.43392564541908e-05	0.265	0.391	0.126
Nrxn3	8.27039254265535e-10	-0.814745151562356	1.48188893579299e-05	0.143	0.276	0.133
Csmd1	8.93787071453956e-10	-0.849149782928169	1.6014876746312e-05	0.129	0.253	0.124
Pomgnt1	1.00620147137299e-09	-2.5880692296836	1.80291179640613e-05	0.011	0.055	0.044
Rbfox1	1.05526774369607e-09	-0.803722306575756	1.89082874315462e-05	0.129	0.253	0.124
Rpl37a	1.21599593621252e-09	-2.96292765638463	2.17882151850559e-05	0.007	0.045	0.038
Ndufb9	1.54825704979134e-09	-4.33272800950056	2.77416698181612e-05	0.001	0.031	0.03
Uqcr11	1.664100617868e-09	-8.19886513349027	2.98173548709588e-05	0	0.026	0.026
Tbc1d13	2.15053650694128e-09	-3.76225462465916	3.85333131313738e-05	0.003	0.035	0.032
Ncald	2.285999998123e-09	-1.64672093456166	4.09605479663679e-05	0.036	0.098	0.062
Cfl1	3.31856637200203e-09	-3.17948450257154	5.94620722535323e-05	0.005	0.04	0.035
Grm5	4.07881054965569e-09	-8.89342807874808	7.30841274287307e-05	0	0.025	0.025
Wapl	4.17130987478639e-09	1.21820901720319	7.47415303364226e-05	0.173	0.085	0.088
Ap2b1	4.34229134715816e-09	-1.42463787479581	7.78051763583799e-05	0.048	0.115	0.067
Fam234b	6.73895532037266e-09	-4.09694000248432	0.000120748601430437	0.002	0.031	0.029
Adgrb3	7.92956067422005e-09	-0.50235512561334	0.000142081868160675	0.291	0.434	0.143
Celf2	9.78103693348884e-09	-0.715976807067093	0.000175256619774253	0.15	0.276	0.126
Psmc6	9.8299884223621e-09	-1.9719073748382	0.000176133732551884	0.023	0.074	0.051
Tspyl4	1.00006553736706e-08	-8.08625328904292	0.00017919174298543	0	0.024	0.024
Mat2a	1.21975528747118e-08	0.620059617890767	0.000218555752409085	0.383	0.276	0.107
Zc3h15	1.26422823117872e-08	-1.59146103643367	0.000226524414462603	0.031	0.088	0.057
Strbp	1.3224257955808e-08	-2.02417513521981	0.000236952254052167	0.02	0.069	0.049
Ext2	1.60288501354681e-08	-2.36343940860099	0.000287204936727318	0.02	0.066	0.046
Rnf167	1.90192704693655e-08	-2.09179861559305	0.000340787288270091	0.015	0.059	0.044
Lrrc59	2.07894162952421e-08	-4.78538741475829	0.000372504761178148	0.001	0.028	0.027
Ahcyl2	2.15248017627556e-08	-1.99275888169454	0.000385681397985054	0.018	0.064	0.046
Zc3h8	2.45310000474513e-08	-7.98151418476548	0.000439546458850232	0	0.023	0.023
Syf2	2.83029889801675e-08	-3.26816835646976	0.000507132956546642	0.004	0.035	0.031
Gm49336	2.88251731158369e-08	-3.17240499499845	0.000516489451889565	0.003	0.031	0.028
Rps21	2.96132835737434e-08	-2.33132785330412	0.000530610815074335	0.009	0.045	0.036
Nrxn1	2.97878881695852e-08	-0.907070266710411	0.000533739380222627	0.208	0.356	0.148
Parg	3.04924866313563e-08	1.00333871770501	0.000546364375460642	0.222	0.132	0.09
Rps27a	3.05559031268314e-08	-2.25408075543957	0.000547500672226566	0.012	0.053	0.041
Cplane1	3.20443183660694e-08	-1.60272932273569	0.000574170096483232	0.018	0.063	0.045
Fus	4.08418595533065e-08	-0.905065935754513	0.000731804439476145	0.089	0.169	0.08
G3bp2	4.40961769061139e-08	-2.82144120405338	0.000790115297803749	0.008	0.043	0.035
Rfx7	4.83010298062307e-08	-1.21459845036235	0.000865457852068041	0.053	0.118	0.065
Atp5h	6.85673990632721e-08	-3.38689826044987	0.00122859065641571	0.003	0.03	0.027
Uba1	6.94778477567687e-08	-2.80981349391206	0.00124490407610578	0.01	0.046	0.036
Kcna1	6.95427824651109e-08	0.659641097079564	0.00124606757620986	0.352	0.248	0.104
Zbtb7a	7.72219261075515e-08	-1.98071567344509	0.00138366247199511	0.017	0.059	0.042
Robo1	9.57302605766687e-08	-0.418040451164222	0.00171529480901275	0.505	0.609	0.104
Eef1a1	9.5791221586837e-08	-1.28433472950133	0.00171638710839294	0.072	0.138	0.066
Zfhx4	1.01421694847492e-07	1.23069234071443	0.00181727392827736	0.114	0.046	0.068
Samd8	1.086631462349e-07	-1.38778078300924	0.00194702625423693	0.034	0.088	0.054
Uvssa	1.30398671651107e-07	2.38749667455385	0.00233648339864454	0.062	0.014	0.048
Rims1	1.47880611966703e-07	-8.34786449043151	0.00264972480521939	0	0.02	0.02
Erc2	1.47880611966703e-07	-8.40858610845818	0.00264972480521939	0	0.02	0.02
Lrrc7	1.52420113525721e-07	-4.3407303333088	0.00273106359415388	0.001	0.023	0.022
Dmd	1.54372691292471e-07	-1.77890362154111	0.00276604988257849	0.02	0.063	0.043
Ndel1	1.61363872154274e-07	1.82869785825041	0.00289131786126028	0.096	0.036	0.06
Parp6	1.65433866959934e-07	-2.76809630719001	0.0029642440281881	0.004	0.033	0.029
Ank3	1.72139431047233e-07	0.244369296948098	0.00308439432550433	0.92	0.896	0.024
Atp6v0b	1.74723489094168e-07	-1.43322038921961	0.0031306954775893	0.034	0.086	0.052
Nr6a1	1.8571797040099e-07	-0.966534263297628	0.00332769459364495	0.079	0.15	0.071
Skic2	1.90116742401409e-07	-3.41517044088574	0.00340651179034845	0.005	0.034	0.029
Naa40	2.06846112727034e-07	-2.2480115532349	0.00370626864784299	0.012	0.049	0.037
Rab11fip4	2.29384852695767e-07	-1.26675121438053	0.00411011779060274	0.071	0.137	0.066
Pdap1	2.70030963105042e-07	-2.54509533704816	0.00483841479691615	0.009	0.041	0.032
Cnp	2.88128635026439e-07	-0.756688282265741	0.00516268888240374	0.194	0.288	0.094
Pou3f3	2.95323770691791e-07	-1.94441852916967	0.00529161132325552	0.017	0.056	0.039
Arhgef10	3.01534206083028e-07	0.491619069653596	0.00540288990459569	0.513	0.416	0.097
Cds1	3.03654976265538e-07	-4.20066083340909	0.0054408898647259	0.001	0.024	0.023
Txnl1	3.06370029650983e-07	-4.21230401855064	0.0054895381912863	0.001	0.024	0.023
Sgcz	3.13608946279355e-07	-2.99411492408805	0.00561924509943348	0.001	0.024	0.023
Lrsam1	3.29322312105907e-07	-3.18226917912218	0.00590079718831364	0.004	0.031	0.027
Cdc42bpa	3.36293283229756e-07	0.265757467792813	0.00602570304891076	0.877	0.822	0.055
