gene	p_val	avg_log2FC	p_val_adj	percent_3	percent_0	percent_difference
Asic2	1.1160937658157e-177	-2.60428536597875	1.99981680958856e-173	0.047	0.282	0.235
Hif3a	4.90038189708402e-80	-1.21701255578132	8.78050428319515e-76	0.141	0.331	0.19
Etnppl	3.14957627409424e-78	-1.04333425824008	5.64341076792205e-74	0.177	0.373	0.196
Cadps	1.18173732466349e-59	-4.61750820691822	2.11743693833204e-55	0.003	0.07	0.067
Hivep2	4.76313236594208e-52	-0.725097117748203	8.53458057329502e-48	0.234	0.417	0.183
Grik2	1.3172573854379e-51	-0.617260074850641	2.36026178322763e-47	0.347	0.55	0.203
Ralyl	1.78918076342846e-49	-2.99260350206128	3.20585409191112e-45	0.005	0.064	0.059
Grm5	4.19432814383005e-48	-2.34495352594288	7.51539716811469e-44	0.014	0.084	0.07
Lingo2	6.77972396701967e-44	-3.03882058405227	1.21479094041058e-39	0.006	0.061	0.055
Ccser1	3.93086115961869e-43	-1.79322274699005	7.04331702580477e-39	0.025	0.099	0.074
R3hdm1	2.46525972701888e-42	-0.977177779510606	4.41725237887243e-38	0.113	0.236	0.123
Lrrc7	3.20258198016865e-42	-2.60749130770306	5.73838639206619e-38	0.008	0.065	0.057
Rims1	5.15859868926451e-42	-2.7979106338619	9.24317713142414e-38	0.007	0.061	0.054
Csmd3	8.98133303643491e-42	-1.91795268916537	1.60927525346841e-37	0.022	0.09	0.068
Sgcz	5.9714238691718e-41	-2.33805536310321	1.0699597288782e-36	0.01	0.067	0.057
Kcnh7	7.96170665475503e-40	-7.68825524972337	1.42657859839901e-35	0	0.041	0.041
Erc2	1.50944513707332e-39	-2.57927223694913	2.70462379660797e-35	0.008	0.061	0.053
Xkr4	7.81376380927354e-38	-6.80971167283293	1.40007019934563e-33	0	0.04	0.04
Adamts20	1.07568834264574e-37	-1.30627287255215	1.92741837235264e-33	0.061	0.151	0.09
Chn1	2.54591032194726e-36	-1.02195192793643	4.56176211486509e-32	0.07	0.168	0.098
Sntg1	7.88372451599456e-36	-2.69139684390638	1.41260575877591e-31	0.01	0.062	0.052
Frmpd4	3.61859871443391e-35	-3.92460037544143	6.48380517652269e-31	0.002	0.042	0.04
Mdga2	1.3977917726878e-34	-0.247328108896758	2.50456329830199e-30	0.962	0.962	0
Wdr17	1.0951320712092e-33	-0.456156627745202	1.96225764519265e-29	0.724	0.815	0.091
Etnk1	1.61505458389129e-33	-0.808838450751473	2.89385480341641e-29	0.123	0.241	0.118
Cdh19	2.33890429098399e-33	-0.492965529920856	4.19084870858512e-29	0.468	0.614	0.146
Kcnq5	3.73786880253437e-33	-5.35198601991367	6.69751332038108e-29	0.001	0.036	0.035
Ptprj	1.19565759532976e-32	-1.28631569896138	2.14237927931187e-28	0.042	0.116	0.074
Etl4	2.29942087484296e-32	-5.1639901941543	4.12010232354361e-28	0.001	0.035	0.034
Ank3	2.53362865768837e-32	-1.59942772658546	4.53975582884603e-28	0.018	0.074	0.056
Nbea	3.51517687184085e-31	-0.681073060203844	6.29849391896444e-27	0.15	0.264	0.114
Mrtfb	1.06621806110108e-30	-1.20149444729157	1.91044952188091e-26	0.05	0.126	0.076
Large1	1.92642651508831e-30	-0.647018463956841	3.45177102973523e-26	0.155	0.274	0.119
Kctd16	3.34322649544261e-30	-10.0990016265003	5.99039323453407e-26	0	0.031	0.031
Fgf12	8.50564601540093e-30	-0.715471069600799	1.52404165303954e-25	0.139	0.246	0.107
