Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Hdac4,Reactome Gene Sets,6,R-HSA-5576892,Phase 0 - rapid depolarisation,,-6.7,2.4e+02,27,30286,34,11,3,27,13,801|6324|6327,CALM1|SCN1B|SCN2B,-2.3
Hdac4,GO Biological Processes,19,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,19_GO:0051179 localization,-6.1,50,14,30286,221,11,4,36,15,801|5621|6324|6327,CALM1|PRNP|SCN1B|SCN2B,-2.3
Hdac4,GO Biological Processes,19,GO:0051899,membrane depolarization,19_GO:0065007 biological regulation,-6,1.5e+02,21,30286,55,11,3,27,13,4297|6324|6327,KMT2A|SCN1B|SCN2B,-2.3
Hdac4,GO Biological Processes,19,GO:0022898,regulation of transmembrane transporter activity,19_GO:0051179 localization,-6,48,14,30286,229,11,4,36,15,801|5621|6324|6327,CALM1|PRNP|SCN1B|SCN2B,-2.3
Hdac4,GO Biological Processes,19,GO:0032409,regulation of transporter activity,19_GO:0065007 biological regulation,-5.8,42,13,30286,260,11,4,36,15,801|5621|6324|6327,CALM1|PRNP|SCN1B|SCN2B,-2.2
Hdac4,GO Biological Processes,19,GO:1904062,regulation of monoatomic cation transmembrane transport,19_GO:0051179 localization,-5.5,36,12,30286,309,11,4,36,15,801|5621|6324|6327,CALM1|PRNP|SCN1B|SCN2B,-2.2
Hdac4,GO Biological Processes,19,GO:0009791,post-embryonic development,19_GO:0032502 developmental process,-5.4,95,17,30286,87,11,3,27,13,4297|4692|80274,KMT2A|NDN|SCUBE1,-2.1
Hdac4,GO Biological Processes,19,GO:0034765,regulation of monoatomic ion transmembrane transport,19_GO:0051179 localization,-5.3,32,11,30286,349,11,4,36,15,801|5621|6324|6327,CALM1|PRNP|SCN1B|SCN2B,-2.1
Hdac4,GO Biological Processes,19,GO:0002027,regulation of heart rate,19_GO:0032501 multicellular organismal process,-5.2,79,15,30286,104,11,3,27,13,801|6324|6327,CALM1|SCN1B|SCN2B,-2
Hdac4,GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-5.1,28,10,30286,394,11,4,36,15,801|5621|6324|6327,CALM1|PRNP|SCN1B|SCN2B,-1.9
Hdac4,Reactome Gene Sets,6,R-HSA-5576891,Cardiac conduction,,-4.9,63,14,30286,132,11,3,27,13,801|6324|6327,CALM1|SCN1B|SCN2B,-1.8
Hdac4,GO Biological Processes,19,GO:0042391,regulation of membrane potential,19_GO:0065007 biological regulation,-4.9,25,9.6,30286,446,11,4,36,15,801|4297|6324|6327,CALM1|KMT2A|SCN1B|SCN2B,-1.8
